match_id,week,home_team_id,away_team_id,stage,status,imported_on
M1-G1,1,TOR,BCL,reg,Scheduled,
M1-G2,1,TOR,BCL,reg,Scheduled,
M1-G3,1,TOR,BCL,reg,Scheduled,
M2-G1,1,SEA,LL,reg,Scheduled,
M2-G2,1,SEA,LL,reg,Scheduled,
M2-G3,1,SEA,LL,reg,Scheduled,
M3-G1,1,PKN,NK,reg,Scheduled,
M3-G2,1,PKN,NK,reg,Scheduled,
M3-G3,1,PKN,NK,reg,Scheduled,
M4-G1,2,BCL,SEA,reg,Scheduled,
M4-G2,2,BCL,SEA,reg,Scheduled,
M4-G3,2,BCL,SEA,reg,Scheduled,
M5-G1,2,TOR,PKN,reg,Scheduled,
M5-G2,2,TOR,PKN,reg,Scheduled,
M5-G3,2,TOR,PKN,reg,Scheduled,
M6-G1,2,LL,NK,reg,Scheduled,
M6-G2,2,LL,NK,reg,Scheduled,
M6-G3,2,LL,NK,reg,Scheduled,
M7-G1,3,PKN,BCL,reg,Scheduled,
M7-G2,3,PKN,BCL,reg,Scheduled,
M7-G3,3,PKN,BCL,reg,Scheduled,
M8-G1,3,NK,SEA,reg,Scheduled,
M8-G2,3,NK,SEA,reg,Scheduled,
M8-G3,3,NK,SEA,reg,Scheduled,
M9-G1,3,LL,TOR,reg,Scheduled,
M9-G2,3,LL,TOR,reg,Scheduled,
M9-G3,3,LL,TOR,reg,Scheduled,
M10-G1,4,BCL,NK,reg,Scheduled,
M10-G2,4,BCL,NK,reg,Scheduled,
M10-G3,4,BCL,NK,reg,Scheduled,
M11-G1,4,PKN,LL,reg,Scheduled,
M11-G2,4,PKN,LL,reg,Scheduled,
M11-G3,4,PKN,LL,reg,Scheduled,
M12-G1,4,SEA,TOR,reg,Scheduled,
M12-G2,4,SEA,TOR,reg,Scheduled,
M12-G3,4,SEA,TOR,reg,Scheduled,
M13-G1,5,LL,BCL,reg,Scheduled,
M13-G2,5,LL,BCL,reg,Scheduled,
M13-G3,5,LL,BCL,reg,Scheduled,
M14-G1,5,TOR,NK,reg,Scheduled,
M14-G2,5,TOR,NK,reg,Scheduled,
M14-G3,5,TOR,NK,reg,Scheduled,
M15-G1,5,SEA,PKN,reg,Scheduled,
M15-G2,5,SEA,PKN,reg,Scheduled,
M15-G3,5,SEA,PKN,reg,Scheduled,
M16-G1,6,BCL,TOR,reg,Scheduled,
M16-G2,6,BCL,TOR,reg,Scheduled,
M16-G3,6,BCL,TOR,reg,Scheduled,
M17-G1,6,LL,SEA,reg,Scheduled,
M17-G2,6,LL,SEA,reg,Scheduled,
M17-G3,6,LL,SEA,reg,Scheduled,
M18-G1,6,NK,PKN,reg,Scheduled,
M18-G2,6,NK,PKN,reg,Scheduled,
M18-G3,6,NK,PKN,reg,Scheduled,
M19-G1,7,SEA,BCL,reg,Scheduled,
M19-G2,7,SEA,BCL,reg,Scheduled,
M19-G3,7,SEA,BCL,reg,Scheduled,
M20-G1,7,PKN,TOR,reg,Scheduled,
M20-G2,7,PKN,TOR,reg,Scheduled,
M20-G3,7,PKN,TOR,reg,Scheduled,
M21-G1,7,NK,LL,reg,Scheduled,
M21-G2,7,NK,LL,reg,Scheduled,
M21-G3,7,NK,LL,reg,Scheduled,
M22-G1,8,BCL,PKN,reg,Scheduled,
M22-G2,8,BCL,PKN,reg,Scheduled,
M22-G3,8,BCL,PKN,reg,Scheduled,
M23-G1,8,SEA,NK,reg,Scheduled,
M23-G2,8,SEA,NK,reg,Scheduled,
M23-G3,8,SEA,NK,reg,Scheduled,
M24-G1,8,TOR,LL,reg,Scheduled,
M24-G2,8,TOR,LL,reg,Scheduled,
M24-G3,8,TOR,LL,reg,Scheduled,
M25-G1,9,NK,BCL,reg,Scheduled,
M25-G2,9,NK,BCL,reg,Scheduled,
M25-G3,9,NK,BCL,reg,Scheduled,
M26-G1,9,LL,PKN,reg,Scheduled,
M26-G2,9,LL,PKN,reg,Scheduled,
M26-G3,9,LL,PKN,reg,Scheduled,
M27-G1,9,TOR,SEA,reg,Scheduled,
M27-G2,9,TOR,SEA,reg,Scheduled,
M27-G3,9,TOR,SEA,reg,Scheduled,
M28-G1,10,BCL,LL,reg,Scheduled,
M28-G2,10,BCL,LL,reg,Scheduled,
M28-G3,10,BCL,LL,reg,Scheduled,
M29-G1,10,NK,TOR,reg,Scheduled,
M29-G2,10,NK,TOR,reg,Scheduled,
M29-G3,10,NK,TOR,reg,Scheduled,
M30-G1,10,PKN,SEA,reg,Scheduled,
M30-G2,10,PKN,SEA,reg,Scheduled,
M30-G3,10,PKN,SEA,reg,Scheduled,
M31-G1,11,TBD,TBD,sf,Scheduled,
M31-G2,11,TBD,TBD,sf,Scheduled,
M31-G3,11,TBD,TBD,sf,Scheduled,
M31-G4,11,TBD,TBD,sf,Scheduled,
M31-G5,11,TBD,TBD,sf,Scheduled,
M32-G1,11,TBD,TBD,sf,Scheduled,
M32-G2,11,TBD,TBD,sf,Scheduled,
M32-G3,11,TBD,TBD,sf,Scheduled,
M32-G4,11,TBD,TBD,sf,Scheduled,
M32-G5,11,TBD,TBD,sf,Scheduled,
M33-G1,12,TBD,TBD,f,Scheduled,
M33-G2,12,TBD,TBD,f,Scheduled,
M33-G3,12,TBD,TBD,f,Scheduled,
M33-G4,12,TBD,TBD,f,Scheduled,
M33-G5,12,TBD,TBD,f,Scheduled,
